temperatura_c,umidade_percent,pressao_hpa,distancia_cm,risco_tempestade
52.74,67.58,988.15,400.06,0
21.79,89.33,1005.72,400.06,0
54.25,68.97,996.76,400.00,0
45.11,64.37,988.72,400.05,0
55.64,69.97,988.85,399.97,0
36.96,78.12,1009.76,399.90,0
21.48,80.35,1015.62,399.92,0
33.29,76.52,981.22,399.97,0
34.73,85.21,990.51,400.00,0
32.18,64.49,1003.74,399.97,0
76.71,66.97,1002.77,399.98,0
51.28,72.58,982.29,400.02,0
41.74,68.34,1003.50,399.93,0
36.42,86.07,1000.81,399.94,0
24.66,65.43,990.33,399.99,0
43.98,86.29,1017.35,400.00,0
54.02,75.94,1005.57,400.10,0
46.82,75.90,996.65,399.98,0
68.96,61.11,1017.97,400.07,0
22.77,68.79,987.66,400.10,0
44.35,74.70,1007.60,400.00,0
53.86,81.59,988.33,399.95,0
37.25,63.69,1002.83,399.98,0
47.53,89.88,997.54,399.92,0
45.73,80.69,990.00,399.93,0
61.81,78.23,1010.65,399.96,0
62.28,77.79,1019.10,400.04,0
28.68,89.67,981.21,400.03,0
47.90,75.57,1016.93,400.06,0
78.42,71.06,995.47,399.93,1
60.83,63.65,1014.60,400.09,0
30.99,88.10,999.18,399.94,0
30.15,71.64,1002.03,400.09,0
47.14,82.95,1002.01,400.03,0
48.07,83.64,1012.53,400.07,0
46.94,74.88,986.68,399.93,0
25.47,67.92,1001.33,399.97,0
69.39,71.37,995.90,399.97,0
67.01,81.42,1017.63,399.98,0
55.97,81.54,1016.23,400.08,0
71.79,82.20,1011.14,399.93,0
59.72,73.60,1018.28,400.07,0
37.68,70.70,1014.84,400.02,0
55.43,64.77,1015.57,399.99,0
21.58,76.01,1009.97,399.98,0
51.75,75.15,984.18,399.95,0
33.87,79.32,987.51,399.98,0
54.05,81.29,990.97,399.96,0
49.78,88.40,991.57,399.93,0
42.71,61.48,985.90,399.95,0
67.71,87.34,1015.10,399.96,0
36.27,64.68,993.75,399.98,0
78.13,65.95,1013.08,399.94,0
43.04,88.16,1014.85,399.96,0
24.26,72.17,997.30,399.94,0
61.28,68.92,995.47,399.95,0
64.79,75.08,983.55,399.96,0
47.36,85.44,1000.69,399.96,0
61.46,63.40,1002.49,399.95,0
71.26,74.31,1016.71,400.01,0
75.99,73.96,1004.30,399.93,1
25.12,82.40,1003.75,400.00,0
21.45,81.35,998.53,400.08,0
23.05,87.34,992.37,399.92,0
45.26,78.15,996.28,400.08,0
79.35,70.72,993.27,399.94,1
63.47,83.83,1006.85,399.92,0
26.37,60.15,990.78,399.98,0
55.42,85.76,1007.81,399.95,0
33.81,84.39,1000.46,399.92,0
34.33,61.16,1011.38,399.91,0
29.29,63.85,984.51,400.08,0
75.87,71.74,1013.91,399.91,0
76.62,63.33,1017.05,400.02,0
24.80,64.12,1000.10,399.91,0
56.70,63.98,995.61,399.99,0
77.34,73.24,1014.54,400.06,0
64.84,79.72,1006.17,400.01,0
33.57,65.65,981.78,399.96,0
49.50,65.36,1013.74,399.91,0
36.26,78.01,992.18,399.90,0
71.22,84.11,1000.97,400.00,1
24.21,70.02,1003.63,399.98,0
53.96,77.28,1000.21,399.92,0
57.17,61.78,981.76,400.05,0
24.61,87.79,996.36,400.03,0
65.09,62.14,1006.01,400.08,0
26.36,85.32,1004.29,400.08,0
29.71,70.17,993.06,399.95,0
22.83,87.80,996.18,400.05,0
62.26,63.54,998.91,400.01,0
65.70,74.17,996.24,399.96,0
76.12,87.25,1005.98,400.03,0
56.36,66.27,1017.66,400.05,0
40.84,79.86,1017.80,400.04,0
28.73,80.58,1011.67,399.91,0
66.99,68.50,1005.27,400.03,0
34.27,71.47,1001.18,399.95,0
50.33,89.01,1007.78,399.93,0
61.55,61.30,997.89,399.95,0
42.22,68.01,1003.63,400.06,0
69.54,70.64,985.37,400.09,0
32.07,82.00,984.12,400.01,0
21.26,61.18,1016.88,399.97,0
75.72,88.23,1004.79,399.95,1
66.72,83.43,994.29,400.02,0
53.60,78.68,986.64,400.10,0
48.67,87.43,1017.62,400.08,0
27.76,77.00,980.83,399.94,0
71.55,70.87,1002.65,400.07,1
74.11,67.99,999.66,399.92,0
39.92,67.20,998.40,399.99,0
69.28,76.28,987.37,400.05,0
77.46,65.53,984.58,400.05,0
73.40,86.39,999.47,399.98,1
33.22,76.08,1006.23,399.93,0
26.51,60.81,991.30,400.02,0
23.18,65.47,1009.51,400.08,0
61.30,84.23,1002.24,400.09,0
61.75,68.65,994.06,400.06,0
44.28,66.41,1005.53,400.09,0
31.88,68.91,984.26,400.10,0
35.03,70.21,984.54,400.06,0
31.20,66.73,981.03,400.10,0
59.31,77.81,995.60,400.04,0
71.07,89.91,1006.89,400.01,0
38.44,65.18,1011.12,400.06,0
74.41,71.11,1005.88,399.98,0
73.17,80.09,980.12,399.91,1
56.47,64.68,987.04,399.90,0
48.68,84.60,1015.04,399.91,0
60.11,84.60,986.59,399.95,0
38.88,65.73,1001.01,399.95,0
68.09,63.62,996.82,399.94,0
49.03,66.67,997.06,399.95,0
77.14,85.50,981.85,400.06,1
74.17,73.40,1005.46,399.96,0
62.60,66.79,997.53,399.94,0
73.98,67.24,1015.20,400.01,0
42.83,84.81,1010.26,399.92,0
76.38,71.97,1016.57,399.94,0
21.50,87.26,983.12,400.08,0
64.39,79.12,999.78,400.08,0
41.82,72.07,991.22,400.01,0
56.56,70.08,1009.75,399.93,0
67.71,89.53,995.44,399.96,0
74.06,85.34,999.67,399.93,1
31.42,71.62,988.82,400.05,0
74.68,72.20,987.06,400.03,1
21.11,72.58,1010.62,399.94,0
54.50,62.62,998.97,399.91,0
33.30,69.11,994.43,399.90,0
22.39,65.38,988.42,399.96,0
58.81,84.62,1013.08,399.93,0
23.39,72.46,1009.45,399.93,0
35.71,89.90,1009.88,399.96,0
49.92,83.02,1004.78,399.95,0
41.18,66.78,1000.43,400.07,0
55.51,76.15,1001.96,400.03,0
77.45,83.87,991.42,399.95,1
62.66,77.82,1016.53,400.02,0
43.33,86.10,986.75,400.04,0
74.33,62.94,1018.95,400.04,0
78.75,89.46,1003.95,400.02,1
49.16,73.59,1019.04,400.00,0
48.39,65.06,997.79,400.04,0
21.02,68.24,1003.52,400.04,0
33.09,60.03,999.06,400.02,0
70.22,85.02,1019.32,400.05,0
45.89,60.26,1001.01,399.90,0
25.14,89.21,984.71,400.05,0
20.99,74.67,981.41,400.10,0
31.55,67.87,1010.98,400.07,0
77.55,89.61,996.22,400.00,1
55.61,65.23,1003.13,400.09,0
53.56,70.38,992.77,400.03,0
68.70,70.31,1012.29,400.04,0
77.73,80.49,1009.49,400.09,0
75.49,86.02,1014.41,400.00,0
78.36,63.77,984.06,399.95,0
62.98,71.52,1001.92,399.94,0
45.14,81.84,998.81,400.08,0
32.90,72.30,1013.81,400.00,0
26.22,73.99,998.48,400.06,0
32.37,72.28,985.61,400.05,0
69.52,89.45,1005.55,399.95,0
62.13,71.50,997.48,400.07,0
32.92,75.30,999.73,399.93,0
29.72,84.93,1000.87,399.95,0
32.36,80.94,1015.96,400.01,0
42.08,81.11,985.48,399.99,0
46.96,79.06,984.23,399.90,0
61.83,78.86,981.44,400.01,0
35.25,87.97,1014.99,399.99,0
61.10,82.99,1013.64,400.05,0
30.99,63.50,1003.01,400.00,0
23.31,88.50,1006.82,399.93,0
47.13,80.83,981.63,399.93,0
53.85,63.51,1012.03,400.08,0
60.88,77.42,1010.18,400.09,0
40.66,83.94,983.67,399.93,0
75.88,84.47,1012.20,399.99,0
77.99,72.24,994.38,399.93,1
54.33,67.16,982.51,399.90,0
31.51,63.57,1010.73,400.07,0
61.93,84.02,990.67,400.03,0
41.84,70.35,1001.54,400.06,0
43.62,60.16,1019.81,399.94,0
67.47,66.52,981.43,399.92,0
61.93,70.61,999.88,400.09,0
78.08,80.90,981.11,399.95,1
76.01,68.91,980.00,400.04,0
40.55,80.29,995.04,400.02,0
74.71,82.69,995.64,400.09,1
27.34,74.28,998.01,399.96,0
30.61,75.67,980.60,399.91,0
43.11,66.59,1014.77,399.95,0
32.04,88.83,993.19,399.97,0
31.30,60.04,995.61,400.04,0
24.28,88.60,993.35,400.07,0
51.36,82.09,984.26,399.97,0
71.93,75.52,991.74,400.09,1
55.42,76.03,990.62,399.91,0
31.08,70.16,999.78,399.93,0
53.42,74.80,1002.92,400.07,0
65.10,61.85,998.64,400.08,0
65.70,78.00,983.76,400.05,0
66.66,69.78,980.03,400.06,0
60.37,73.02,995.15,400.01,0
65.12,87.04,1016.07,399.94,0
77.47,72.77,1007.06,400.08,0
50.28,77.28,1011.27,400.00,0
62.10,67.94,989.15,400.00,0
23.63,67.06,982.61,399.97,0
76.54,65.80,981.89,399.93,0
44.04,60.73,1010.48,399.95,0
31.80,78.92,1015.61,400.08,0
34.15,81.43,1018.10,399.97,0
28.13,88.39,992.45,399.91,0
42.90,87.17,1017.56,400.07,0
31.61,76.91,1006.55,399.94,0
55.77,69.68,1005.41,400.06,0
35.52,75.98,988.54,400.04,0
77.05,85.78,1003.29,400.05,1
62.29,78.89,1011.97,400.00,0
77.00,68.40,1005.14,399.94,0
69.13,83.42,988.88,400.00,0
65.45,88.84,1018.31,400.07,0
53.75,86.15,987.09,400.00,0
65.57,83.45,999.89,400.05,0
43.43,78.34,995.57,400.06,0
67.91,65.81,980.93,400.05,0
77.15,70.35,1015.27,400.00,0
76.87,64.65,1010.51,399.96,0
27.00,82.73,1003.33,399.95,0
78.01,73.93,1009.73,399.92,0
21.95,70.79,1005.18,399.93,0
29.87,64.56,980.58,400.09,0
53.43,86.46,1013.07,399.96,0
29.65,78.92,1005.38,399.97,0
74.96,77.84,1007.42,400.10,0
44.16,87.00,999.93,399.99,0
73.79,87.05,994.94,400.04,1
61.42,66.87,983.03,400.05,0
76.73,87.94,981.07,400.00,1
24.69,76.10,991.24,400.08,0
65.83,67.66,988.08,400.01,0
41.90,89.92,1017.24,400.09,0
73.05,61.97,991.26,399.95,0
78.63,89.13,1013.80,399.98,0
71.66,81.48,1014.40,399.95,0
70.73,87.21,997.33,400.00,1
65.36,86.74,1001.35,400.04,0
26.31,66.32,987.16,399.91,0
23.31,68.09,1016.43,400.08,0
61.66,68.55,1002.27,400.03,0
51.15,63.85,980.64,399.93,0
24.90,82.66,989.81,399.91,0
50.45,67.79,988.45,400.03,0
48.55,73.02,981.34,399.94,0
29.49,85.39,993.79,399.96,0
60.90,87.47,1007.03,399.97,0
74.49,73.05,1010.42,399.91,0
54.51,79.58,981.68,400.03,0
62.78,70.33,1019.14,399.98,0
26.56,71.07,987.67,400.01,0
42.06,68.27,1015.53,400.08,0
27.95,62.01,997.22,399.90,0
28.65,82.59,992.77,400.10,0
59.03,70.92,988.47,399.99,0
28.25,82.83,989.55,400.09,0
42.98,79.46,1012.47,399.96,0
34.44,88.70,1015.38,400.01,0
79.70,81.94,990.33,399.91,1
62.78,80.72,999.47,400.09,0
37.77,61.47,996.44,399.93,0
79.73,61.51,1004.47,400.00,0
32.50,77.53,981.86,400.03,0
20.19,67.32,980.07,399.91,0
64.58,67.45,999.74,399.92,0
65.67,74.43,1013.03,400.02,0
48.81,87.55,982.44,400.10,0
28.59,76.82,1017.60,400.05,0
64.40,75.73,981.92,400.06,0
51.11,68.72,991.20,399.99,0
23.56,69.33,993.44,400.03,0
34.37,71.77,1003.43,399.91,0
74.66,79.34,984.65,399.94,1
66.75,80.79,992.75,400.09,0
44.37,61.34,995.55,400.00,0
56.64,70.81,1016.18,399.92,0
50.57,68.09,985.42,400.02,0
54.20,81.11,1003.47,400.08,0
29.47,86.08,1001.17,399.90,0
58.44,65.45,1011.77,400.07,0
35.33,67.01,1018.63,400.08,0
27.11,80.20,984.51,399.94,0
22.93,80.45,999.29,400.07,0
60.30,78.17,989.48,400.02,0
20.12,77.97,996.18,400.00,0
70.70,62.95,1007.08,400.05,0
60.80,76.47,1002.91,399.99,0
39.48,69.47,1000.31,399.93,0
31.53,65.23,1013.84,400.09,0
59.21,61.67,994.68,399.93,0
56.89,63.37,1016.26,400.00,0
31.03,82.36,997.06,399.99,0
30.52,64.23,1010.45,400.06,0
59.34,70.45,985.14,400.03,0
44.80,73.80,1001.08,400.10,0
20.35,60.32,1007.22,400.02,0
43.85,82.80,1015.02,399.93,0
23.63,82.49,1016.17,400.01,0
65.42,76.62,1015.42,399.92,0
22.45,74.22,1006.15,400.06,0
30.95,81.56,1012.49,399.94,0
49.93,88.43,992.66,399.98,0
76.12,69.77,984.73,400.03,0
59.20,61.05,990.76,399.99,0
46.08,61.73,980.30,399.98,0
39.88,88.95,1013.68,400.01,0
60.98,64.14,1005.11,400.07,0
40.20,68.19,989.11,400.09,0
38.25,77.95,1001.37,399.90,0
67.18,88.89,1005.63,399.92,0
55.75,69.07,985.72,400.02,0
59.40,81.82,1014.73,400.09,0
45.59,69.92,994.14,400.00,0
44.33,75.22,1012.73,400.07,0
66.27,86.79,981.99,400.05,0
77.88,62.49,988.41,399.98,0
71.38,75.99,989.58,399.94,1
28.00,67.76,997.15,400.05,0
25.26,77.10,1017.35,400.01,0
57.73,76.26,996.60,400.06,0
46.23,80.04,991.12,399.97,0
59.71,69.33,1017.98,400.00,0
66.05,69.40,1000.69,400.00,0
69.92,78.54,994.22,399.93,0
21.16,78.43,1017.40,400.02,0
41.40,89.42,994.71,399.91,0
68.13,64.13,983.97,399.96,0
64.62,83.06,1010.64,400.05,0
67.17,67.56,1007.96,400.00,0
77.59,89.61,986.13,400.09,1
31.52,62.94,984.62,400.07,0
67.51,70.62,1015.30,400.06,0
52.54,88.01,1001.80,400.09,0
77.91,84.15,992.89,400.06,1
27.74,62.64,1004.23,399.95,0
31.59,86.78,994.29,399.95,0
61.68,66.29,991.41,399.93,0
37.58,81.18,1011.07,400.02,0
30.66,69.60,1015.78,400.01,0
22.37,87.64,1000.21,400.06,0
29.71,64.20,992.17,400.07,0
64.66,76.13,980.88,400.03,0
57.72,77.88,1009.28,400.05,0
31.38,60.17,998.77,400.09,0
30.15,66.89,1006.63,399.97,0
33.90,73.79,991.58,400.03,0
29.68,74.60,993.59,399.95,0
32.57,62.93,1008.26,400.09,0
30.76,60.93,1012.90,399.90,0
49.55,76.68,1001.84,400.09,0
75.01,67.22,1009.25,400.04,0
39.91,68.15,989.70,400.02,0
44.19,60.58,982.62,399.92,0
52.53,68.57,980.79,399.98,0
25.58,60.89,997.61,400.07,0
28.90,76.70,1001.92,399.91,0
28.47,67.62,1010.06,399.96,0
35.68,88.86,989.68,400.02,0
66.48,70.59,984.64,400.03,0
70.26,73.65,1006.04,400.03,0
46.18,85.00,1008.32,400.06,0
46.34,64.00,995.91,399.90,0
27.95,78.62,997.16,400.08,0
32.36,73.76,1018.82,399.95,0
22.74,77.99,989.37,399.96,0
63.23,74.00,994.25,400.07,0
38.63,66.34,985.02,400.02,0
77.61,60.52,1006.03,400.01,0
47.98,84.10,1016.35,399.97,0
54.08,88.11,987.58,400.04,0
31.53,75.65,1018.99,399.94,0
31.24,66.42,999.50,399.99,0
61.10,74.14,993.57,399.97,0
55.32,76.33,1008.95,400.03,0
38.22,82.54,1019.40,399.93,0
22.42,83.26,995.04,400.01,0
53.75,87.59,991.35,400.06,0
32.88,72.14,987.00,400.06,0
76.69,65.93,983.77,400.08,0
60.64,74.29,992.24,400.08,0
23.06,69.63,1018.58,400.02,0
46.98,72.85,993.36,399.91,0
45.74,68.53,994.25,399.92,0
68.67,60.64,993.87,399.98,0
68.49,77.41,1003.02,399.95,0
67.80,79.79,986.60,400.07,0
28.23,68.26,1006.22,399.93,0
44.04,75.56,1006.02,400.01,0
74.88,81.93,1006.52,400.04,0
78.58,84.26,1002.85,400.02,1
50.63,77.48,1003.24,399.91,0
25.10,60.31,1003.36,399.97,0
30.68,60.66,980.27,400.04,0
35.23,73.92,982.26,400.09,0
44.90,89.51,981.96,400.09,0
57.69,69.41,983.96,399.93,0
52.15,74.96,1015.50,400.06,0
41.99,63.20,985.60,399.98,0
50.47,86.48,1013.25,400.05,0
25.95,70.05,992.57,399.98,0
78.95,66.35,1015.42,399.94,0
41.15,63.19,1000.35,399.92,0
39.86,63.85,1005.34,399.93,0
31.86,82.56,1014.01,400.07,0
29.77,68.19,1014.08,399.95,0
47.08,86.47,1019.90,400.09,0
76.03,88.89,994.21,400.07,1
47.17,72.96,986.75,400.07,0
76.74,61.06,1007.79,400.03,0
48.05,72.55,993.02,400.07,0
70.45,62.55,998.41,400.00,0
61.23,87.39,989.39,399.95,0
30.76,85.61,1005.93,399.97,0
51.58,67.36,986.11,400.05,0
59.19,65.68,1002.45,400.06,0
38.98,62.75,999.72,399.91,0
55.66,85.96,992.02,400.04,0
61.95,81.11,1018.97,400.09,0
42.91,83.10,1001.25,399.96,0
63.92,66.27,983.92,400.06,0
65.14,82.08,1010.47,399.92,0
38.57,77.32,997.07,400.00,0
22.04,85.01,1015.31,399.90,0
68.22,63.71,990.31,400.06,0
71.23,66.82,997.24,399.91,0
67.17,78.75,1017.41,399.93,0
36.94,81.33,986.40,399.92,0
46.65,74.30,1009.41,399.92,0
23.95,68.57,990.11,400.05,0
59.11,81.00,1007.42,399.98,0
58.69,71.90,989.86,399.99,0
59.88,85.16,1018.94,400.00,0
43.49,64.64,1011.30,400.07,0
68.63,86.24,1001.46,399.97,0
76.14,74.46,989.52,399.98,1
41.20,64.08,1001.86,399.91,0
21.70,87.23,1001.26,399.92,0
69.45,74.05,996.55,400.07,0
76.35,79.69,1001.07,400.04,1
25.37,72.31,1005.37,399.99,0
44.50,63.93,985.96,399.95,0
43.83,67.63,996.08,400.06,0
28.75,68.06,992.80,400.08,0
47.88,77.41,1017.92,400.04,0
57.52,72.80,987.96,399.94,0
39.42,68.22,992.96,400.00,0
71.87,70.44,1002.79,399.92,1
34.37,68.83,1016.25,399.98,0
29.62,66.63,1019.02,400.03,0
45.11,71.20,1010.22,400.03,0
75.94,63.54,982.41,400.00,0
34.53,78.39,988.07,400.07,0
35.69,87.10,991.82,400.05,0
53.88,66.62,1004.44,400.10,0
56.27,73.61,1013.06,400.07,0
73.79,65.19,991.62,399.91,0
57.20,76.38,1019.26,400.05,0
20.84,73.71,986.06,400.00,0
57.97,62.84,1002.38,400.01,0
46.79,89.82,985.11,400.04,0
39.21,79.55,992.65,400.08,0
34.97,89.02,1002.74,399.95,0
42.97,81.01,993.89,399.98,0
77.51,75.31,1009.77,400.10,0
76.47,69.17,1004.04,399.99,0
29.09,72.08,982.42,399.91,0
57.05,64.39,988.25,400.03,0
66.55,86.35,988.24,399.97,0
39.70,64.83,992.23,399.99,0
48.80,84.55,1014.84,399.93,0
45.31,88.06,1009.68,400.05,0
32.77,80.83,1012.84,400.08,0
34.68,73.45,995.93,399.99,0
76.62,70.10,984.95,399.97,1
63.04,67.89,986.25,399.97,0
50.23,65.69,991.67,399.97,0
55.38,87.11,998.14,400.03,0
22.55,66.62,985.32,399.92,0
45.88,62.67,1006.74,399.97,0
67.22,80.96,1012.20,400.07,0
62.30,69.88,1015.42,400.09,0
24.14,82.81,1004.09,400.00,0
29.85,76.79,994.43,400.09,0
37.53,86.62,985.32,399.95,0
47.44,61.39,982.12,399.91,0
66.18,76.12,985.84,400.09,0
55.53,68.34,999.65,400.06,0
60.60,66.06,1007.78,399.93,0
49.71,86.87,987.69,399.98,0
41.16,60.95,980.06,399.92,0
65.73,79.19,1003.89,400.05,0
43.97,71.30,999.95,399.94,0
60.46,74.30,986.95,400.10,0
25.84,82.67,998.83,399.95,0
75.36,65.56,991.23,399.91,0
65.95,66.68,1012.65,399.92,0
75.19,71.02,988.99,399.90,1
32.75,87.00,1009.47,399.92,0
54.09,89.41,1012.67,400.09,0
36.44,62.43,1008.77,400.00,0
50.71,63.90,992.60,400.02,0
56.92,62.37,1006.41,399.94,0
25.36,60.64,1010.53,400.00,0
47.95,64.66,1013.41,399.98,0
77.47,79.64,985.84,400.04,1
54.75,68.08,994.83,399.96,0
58.96,86.90,980.84,400.09,0
60.84,62.92,1012.85,400.02,0
60.92,70.54,1002.48,400.05,0
51.34,86.19,997.83,400.00,0
52.66,86.53,989.93,400.02,0
79.72,60.97,985.51,400.01,0
58.66,70.32,1004.10,399.92,0
24.43,73.07,990.38,400.07,0
28.52,73.80,1019.69,399.99,0
23.48,77.13,987.12,400.06,0
54.26,60.61,998.05,399.94,0
62.37,79.90,1014.91,400.05,0
61.01,88.78,999.14,400.06,0
66.86,78.34,993.03,400.05,0
70.32,65.93,1017.99,400.09,0
68.70,75.30,1018.20,399.92,0
63.37,78.70,999.67,400.05,0
38.70,85.59,990.29,400.05,0
47.09,67.99,1005.94,399.95,0
26.43,66.58,1009.71,400.07,0
33.24,70.92,1009.48,399.94,0
29.18,69.15,986.98,400.00,0
26.60,71.54,1002.85,400.07,0
43.22,79.30,985.32,399.95,0
41.42,68.06,992.95,400.06,0
62.83,79.53,989.13,399.91,0
52.00,76.23,1001.59,399.97,0
36.97,73.52,991.85,400.07,0
66.32,61.75,998.51,400.01,0
20.90,67.15,989.77,400.03,0
43.41,76.78,1015.44,399.96,0
53.47,86.90,984.78,400.09,0
79.59,74.22,1001.02,400.08,1
38.75,72.98,1006.60,400.08,0
74.06,85.49,995.60,400.05,1
56.58,71.78,1015.40,400.03,0
22.68,82.64,1000.43,400.03,0
34.44,72.19,991.53,399.95,0
53.99,79.94,996.36,400.01,0
33.53,88.47,1002.57,400.08,0
42.32,71.85,1010.92,399.91,0
35.47,70.27,1008.66,400.10,0
48.20,70.39,988.25,400.01,0
56.73,78.90,1019.10,400.10,0
62.81,61.77,1007.27,400.02,0
65.34,83.17,1014.99,400.07,0
48.16,73.60,1001.11,400.08,0
77.82,79.60,1016.09,400.05,0
55.33,78.17,997.18,400.09,0
79.78,81.41,1015.19,400.04,0
54.83,69.50,1015.81,400.00,0
35.21,63.54,1018.13,400.08,0
61.63,86.52,996.51,400.00,0
67.92,76.86,1003.43,400.01,0
77.11,85.31,1003.73,400.02,1
36.13,72.19,1014.99,400.08,0
21.15,74.06,982.61,399.91,0
61.61,64.83,1020.00,399.92,0
39.18,61.03,981.91,399.97,0
66.48,84.68,998.61,399.92,0
56.97,89.61,1011.44,399.96,0
40.70,86.22,992.28,399.94,0
55.90,81.72,993.63,400.06,0
62.13,84.19,993.35,400.08,0
42.98,74.48,999.83,399.96,0
30.21,61.62,986.12,400.09,0
46.58,72.72,991.44,400.02,0
56.42,71.59,981.01,400.04,0
49.65,65.15,1003.57,400.03,0
66.29,68.52,991.63,399.93,0
40.58,66.25,988.07,400.02,0
68.24,80.99,1005.37,400.06,0
74.80,78.30,1019.62,399.98,0
39.39,64.60,1017.37,400.10,0
79.43,63.87,1003.99,399.97,0
43.93,72.90,1019.26,399.93,0
68.19,63.48,992.15,399.93,0
45.09,63.50,981.66,400.04,0
21.41,75.31,1012.54,399.99,0
39.37,63.29,980.55,400.03,0
69.57,87.71,999.96,400.02,0
42.29,87.10,983.50,400.00,0
47.53,82.64,983.04,399.93,0
48.12,88.23,1018.36,400.00,0
42.51,86.48,1013.20,399.92,0
36.48,66.19,997.92,400.08,0
58.68,70.36,994.31,399.99,0
25.52,65.80,996.74,399.99,0
30.66,85.18,998.15,400.00,0
36.27,87.23,1005.65,399.90,0
48.98,71.63,998.52,399.96,0
78.61,71.68,982.82,400.07,1
31.54,86.49,1011.56,400.05,0
42.18,68.39,1019.32,400.09,0
33.38,67.59,989.57,399.98,0
46.69,65.99,980.45,400.10,0
68.18,61.24,1009.14,399.91,0
44.15,76.58,1005.96,400.05,0
73.01,64.87,1016.16,399.92,0
69.59,79.09,1007.79,399.96,0
46.29,64.96,986.98,400.04,0
64.07,82.61,1014.01,399.92,0
47.97,87.01,993.57,400.08,0
70.09,72.50,996.92,399.92,1
34.98,63.88,1018.23,399.93,0
57.21,86.99,989.90,399.99,0
38.01,64.24,1010.23,400.02,0
78.88,65.43,1015.69,399.98,0
72.76,61.02,988.35,400.03,0
77.95,83.65,1004.28,400.07,1
22.31,88.25,999.17,400.00,0
77.45,84.11,1008.87,400.02,0
57.08,61.66,1015.94,400.01,0
44.08,86.42,987.27,400.00,0
55.70,69.73,993.66,400.03,0
30.40,72.90,1013.05,400.05,0
75.25,71.77,1017.82,399.99,0
22.74,79.49,1018.80,400.01,0
43.97,65.49,997.03,399.93,0
22.38,75.66,994.33,399.97,0
37.31,62.52,988.76,399.91,0
78.37,69.74,1019.39,399.98,0
30.24,79.31,1002.29,399.97,0
31.72,89.73,1010.55,399.98,0
48.78,86.65,987.27,400.07,0
41.45,81.70,998.22,400.04,0
60.37,86.29,999.37,399.97,0
47.17,80.44,1016.85,400.00,0
54.39,62.79,997.63,399.91,0
20.43,72.67,999.54,400.04,0
22.36,60.96,1011.48,399.92,0
53.72,84.46,1000.57,399.97,0
22.26,75.67,993.40,400.01,0
76.23,71.20,999.52,399.93,1
61.50,63.37,1009.41,399.94,0
49.07,77.86,983.33,400.04,0
34.96,74.55,1005.82,400.06,0
37.53,78.43,986.57,400.01,0
73.35,89.56,1018.44,400.01,0
20.63,82.16,1002.65,400.09,0
29.70,78.54,1009.75,400.02,0
70.07,75.12,992.82,400.02,1
45.24,82.46,1009.20,400.02,0
75.43,86.77,1001.36,400.00,1
46.02,84.92,982.22,400.08,0
73.43,79.18,1000.52,400.00,1
26.90,89.31,994.57,399.92,0
25.72,74.01,1008.60,400.01,0
57.22,64.87,1012.85,399.93,0
25.39,71.12,1019.37,399.97,0
51.15,77.20,995.07,400.08,0
62.34,76.95,1015.75,400.02,0
61.31,76.09,997.40,399.95,0
77.80,83.45,998.92,399.94,1
67.79,60.05,984.02,399.94,0
64.49,64.48,1002.36,400.05,0
65.46,69.41,1000.54,399.99,0
43.47,86.82,997.12,399.94,0
53.48,71.79,1011.26,399.94,0
53.92,63.13,1011.17,400.04,0
23.21,73.17,992.95,399.96,0
26.60,81.44,1010.40,399.93,0
70.20,73.74,987.19,400.08,1
68.18,66.83,1009.35,399.94,0
43.20,67.01,1015.75,400.06,0
34.79,62.29,1007.00,400.00,0
28.21,61.05,992.21,400.03,0
33.69,80.33,1019.73,399.94,0
49.20,67.79,988.08,399.99,0
26.33,73.02,995.08,400.02,0
32.09,83.04,987.10,400.04,0
58.04,89.99,1012.35,400.01,0
71.76,89.49,1005.52,399.97,0
26.44,89.41,989.87,399.94,0
55.62,70.50,1003.82,400.02,0
61.15,85.06,1015.45,399.96,0
56.57,74.53,998.38,400.03,0
58.04,78.79,1008.48,400.00,0
42.65,88.12,1018.02,400.08,0
44.60,69.68,1014.46,399.95,0
58.85,83.28,981.64,399.96,0
70.59,79.73,994.17,400.09,1
48.71,89.34,997.59,399.91,0
50.45,87.24,1005.38,400.03,0
23.90,88.04,1008.10,399.93,0
76.54,70.22,1002.25,399.94,1
22.34,82.10,1002.96,400.10,0
58.88,81.68,988.12,399.93,0
77.05,81.36,1018.68,400.05,0
45.31,73.26,1012.31,400.04,0
20.00,81.35,1015.96,399.96,0
51.88,84.78,1002.38,400.00,0
79.11,76.91,983.70,400.01,1
20.39,68.90,1017.35,399.97,0
55.07,78.93,988.08,400.05,0
77.40,76.82,1001.36,399.94,1
68.07,82.25,992.16,400.02,0
34.97,74.09,1014.94,399.99,0
27.34,78.87,1008.66,400.01,0
46.05,87.79,1003.76,399.97,0
51.51,76.75,981.41,400.01,0
43.77,72.61,986.44,399.96,0
57.30,83.31,1016.65,399.97,0
57.38,60.62,1013.67,400.06,0
36.40,72.32,995.34,400.07,0
72.32,70.92,985.71,400.04,1
39.03,62.28,998.69,400.03,0
53.26,70.27,988.53,400.02,0
31.66,88.67,1018.91,399.91,0
25.28,62.78,1002.26,400.08,0
41.24,68.93,983.08,400.08,0
35.09,61.55,992.79,400.03,0
51.13,81.68,1016.36,399.93,0
39.90,67.04,989.87,400.02,0
